50, 33, 10000, 0.0, 0.0, 3.5757575757575757, -7.7678787878787885
100, 91, 20000, 0.0, 0.0, 4.172413793103448, -8.889999999999999
150, 146, 30000, 0.0, 0.0, 4.363636363636363, -9.188
200, 206, 40000, 0.0, 0.0, 4.366666666666666, -9.114583333333334
250, 282, 50000, 0.0, 0.0, 4.184210526315789, -9.380592105263158
300, 358, 60000, 0.0, 0.0, 4.5, -9.526381578947369
350, 444, 70000, 0.0, 0.0, 4.9186046511627906, -9.972093023255814
400, 515, 80000, 0.0, 0.0, 4.366197183098592, -9.57845070422535
450, 583, 90000, 0.0, 0.0, 4.294117647058823, -9.45794117647059
500, 650, 100000, 0.0, 0.0, 4.358208955223881, -9.86313432835821
550, 713, 110000, 0.0, 0.0, 4.222222222222222, -9.31404761904762
600, 788, 120000, 0.0, 0.0, 4.546666666666667, -10.4208
650, 867, 130000, 0.0, 0.0, 4.367088607594937, -9.78981012658228
700, 938, 140000, 0.0, 0.0, 4.295774647887324, -9.591619718309861
750, 1006, 150000, 0.0, 0.0, 4.352941176470588, -10.045588235294119
800, 1071, 160000, 0.0, 0.0, 4.2153846153846155, -9.741846153846154
850, 1134, 170000, 0.0, 0.0, 4.365079365079365, -9.94738095238095
900, 1194, 180000, 0.0, 0.0, 4.25, -9.694833333333332
950, 1256, 190000, 0.0, 0.0, 4.403225806451613, -9.371370967741937
1000, 1321, 200000, 0.0, 0.0, 4.153846153846154, -9.37623076923077
1050, 1383, 210000, 0.0, 0.0, 4.290322580645161, -9.807419354838709
1100, 1442, 220000, 0.0, 0.0, 4.423728813559322, -10.19677966101695
1150, 1500, 230000, 0.0, 0.0, 4.379310344827586, -9.525603448275863
1200, 1597, 240000, 0.0, 0.0, 4.061855670103093, -8.133350515463917
1250, 1677, 250000, 0.0, 0.0, 4.1625, -8.3775625
1300, 1721, 260000, 0.0, 0.0, 4.409090909090909, -9.098295454545454
1350, 1763, 270000, 0.0, 0.0, 4.642857142857143, -9.186309523809523
1400, 1801, 280000, 0.0, 0.0, 4.7105263157894735, -9.64986842105263
1450, 1841, 290000, 0.0, 0.0, 4.125, -8.725249999999999
1500, 1885, 300000, 0.0, 0.0, 4.636363636363637, -8.828636363636365
1550, 1925, 310000, 0.0, 0.0, 4.5, -9.051375
1600, 1959, 320000, 0.0, 0.0, 4.470588235294118, -8.943970588235295
1650, 1996, 330000, 0.0, 0.0, 4.54054054054054, -8.95445945945946
1700, 2035, 340000, 0.0, 0.0, 4.538461538461538, -9.461923076923078
1750, 2079, 350000, 0.0, 0.0, 4.136363636363637, -8.704886363636364
1800, 2145, 360000, 0.0, 0.0, 4.287878787878788, -8.680681818181817
1850, 2203, 370000, 0.0, 0.0, 4.517241379310345, -9.43896551724138
1900, 2249, 380000, 0.0, 0.0, 4.326086956521739, -9.42217391304348
1950, 2294, 390000, 0.0, 0.0, 4.622222222222222, -9.695555555555554
2000, 2341, 400000, 0.0, 0.0, 4.531914893617022, -9.395531914893617
2050, 2384, 410000, 0.0, 0.0, 4.023255813953488, -8.4103488372093
2100, 2424, 420000, 0.0, 0.0, 3.925, -7.967875000000001
2150, 2461, 430000, 0.0, 0.0, 3.6486486486486487, -7.61837837837838
2200, 2500, 440000, 0.0, 0.0, 3.8461538461538463, -8.02923076923077
2250, 2540, 450000, 0.0, 0.0, 3.7, -7.948
2300, 2580, 460000, 0.0, 0.0, 3.825, -7.836000000000001
2350, 2621, 470000, 0.0, 0.0, 3.731707317073171, -7.733536585365854
2400, 2679, 480000, 0.0, 0.0, 3.793103448275862, -7.9927586206896555
2450, 2738, 490000, 0.0, 0.0, 4.101694915254237, -8.911186440677968
2500, 2793, 500000, 0.0, 0.0, 4.290909090909091, -9.53927272727273
2550, 2846, 510000, 0.0, 0.0, 4.377358490566038, -9.749905660377358
2600, 2900, 520000, 0.0, 0.0, 4.222222222222222, -9.342685185185186
2650, 2967, 530000, 0.0, 0.0, 4.507462686567164, -9.99179104477612
2700, 3042, 540000, 0.0, 0.0, 4.2, -10.060933333333336
2750, 3111, 550000, 0.0, 0.0, 4.550724637681159, -10.483840579710147
2800, 3177, 560000, 0.0, 0.0, 4.7272727272727275, -10.454545454545457
2850, 3243, 570000, 0.0, 0.0, 4.4393939393939394, -10.390378787878788
2900, 3310, 580000, 0.0, 0.0, 4.388059701492537, -10.751417910447762
2950, 3375, 590000, 0.0, 0.0, 4.523076923076923, -10.657153846153845
3000, 3448, 600000, 0.0, 0.0, 4.328767123287672, -10.141849315068493
3050, 3538, 610000, 0.0, 0.0, 4.4222222222222225, -10.190777777777777
3100, 3645, 620000, 0.0, 0.0, 4.308411214953271, -9.712710280373832
3150, 3756, 630000, 0.0, 0.0, 4.351351351351352, -10.14328828828829
3200, 3870, 640000, 0.0, 0.0, 4.359649122807017, -9.946052631578947
3250, 3972, 650000, 0.0, 0.0, 4.372549019607843, -9.49142156862745
3300, 4059, 660000, 0.0, 0.0, 4.436781609195402, -10.011954022988505
3350, 4136, 670000, 0.0, 0.0, 4.51948051948052, -9.880584415584416
3400, 4214, 680000, 0.0, 0.0, 4.358974358974359, -9.521089743589744
3450, 4288, 690000, 0.0, 0.0, 4.256756756756757, -9.375000000000002
3500, 4364, 700000, 0.0, 0.0, 4.276315789473684, -9.227960526315789
3550, 4455, 710000, 0.0, 0.0, 3.6153846153846154, -8.632032967032968
3600, 4551, 720000, 0.0, 0.0, 3.7083333333333335, -8.8359375
3650, 4649, 730000, 0.0, 0.0, 3.8979591836734695, -8.911989795918368
